frequency,MAG,PHA
100.0,0.0,-1.0
108.04718223181285,0.0,-1.0
116.74193588234587,0.0,-1.01639344262295
126.13637220374436,0.0,-1.03125
136.2867959355774,0.0,-1.0
147.25404276241224,0.0,-1.16393442622951
159.10384392721534,0.0,-1.66666666666667
171.90722018585745,0.0,-2.43333333333333
185.74090746385718,0.0,-2.73333333333333
200.68781676649664,0.0,-2.81538461538462
216.83753109874354,0.0,-2.98571428571429
234.2868423732233,0.0,-3.0
253.1403315241567,0.00075187969924812,-3.03759398496241
273.5109953041211,0.0440298507462686,-3.26119402985075
295.52092352028876,0.0757575757575756,-3.50757575757576
319.3020307691027,0.0999999999999998,-3.92481203007519
344.99684705497157,0.0999999999999998,-4.0
372.7593720314938,0.0999999999999998,-4.09230769230769
402.75599798502975,0.0999999999999999,-4.67428571428572
435.1665070924416,0.106936416184971,-5.86705202312139
470.1851489299852,0.17485380116959,-6.0233918128655
508.0218046913023,0.2,-6.28994082840237
548.9032450921558,0.2,-7.12048192771084
593.0744895010558,0.295731707317073,-7.6219512195122
640.8002744415996,0.299999999999999,-9.10493827160494
692.3666402678728,0.399999999999999,-9.40372670807453
748.0826455225086,0.399999999999999,-10.8364779874214
808.2822192522715,0.5,-12.3728395061728
873.3261623828438,0.599999999999997,-13.293023255814
943.604310147889,0.699999999999994,-14.744630071599
1019.5378685327302,0.800000000000006,-16.7166666666667
1101.5819387358995,1.0,-18.936320754717
1190.2282447787145,1.16985645933014,-21.9664268585132
1286.0080806105664,1.38437499999999,-24.0506024096386
1389.4954943731375,1.60000000000001,-29.036231884058
1501.3107289081743,1.79999999999999,-34.7268292682927
1622.1239391291729,2.0,-42.0635696821516
1752.6592085367583,2.10000000000001,-51.8814814814815
1893.6988889503602,1.79975490196078,-65.7450980392158
2046.088289466011,0.687472035794179,-82.9686098654709
2210.7407427431235,-1.79976689976689,-100.398601398601
2388.643078984598,-5.5,-116.553398058252
2580.861540418074,-11.0788418708241,-128.293986636971
2788.5481717262915,-20.8206496519722,-133.932714617169
2930.0,-40.6427207637232,-35.3246753246753
3012.947724726992,-25.9156682027649,25.3617511520737
3255.405118685032,-16.4306074766355,26.2266355140187
3517.37350096938,-12.9016091954023,23.2988505747127
3800.422956365882,-10.9703016241299,20.5406032482599
4106.249917244298,-9.69999999999993,18.3733333333333
4436.6873309786115,-8.81233933161959,16.4678663239075
4793.715645558219,-8.19999999999997,14.8647959183673
5179.474679231213,-7.70024813895778,13.287841191067
5596.276445319552,-7.38647959183679,12.265306122449
6046.619009070436,-7.09949109414753,11.4860050890585
6533.20145959377,-6.80743589743592,10.2846153846154
7058.940086618738,-6.65999999999997,9.50886075949367
7626.9858590234435,-6.5,8.85353535353535
8240.743309893658,-6.40000000000003,7.87540983606557
8903.890941296735,-6.29937304075232,7.51097178683386
9620.40327106476,-6.20000000000003,6.91515151515152
10394.574653722626,-6.09999999999996,6.53086419753087
11231.045018329516,-6.02890855457226,6.03244837758112
12134.827677491432,-6.0,5.65895953757225
13111.33937421563,-5.94447674418607,5.51453488372093
14166.432746690192,-5.90000000000004,4.77581120943953
15306.431405563564,-5.90000000000004,4.39488636363637
16538.16783395673,-5.85867052023122,4.28405797101449
17869.024337358285,-5.79999999999997,4.10755813953488
19306.977288832495,-5.79999999999997,3.89136490250696
20860.644934719567,-5.79999999999997,3.6951566951567
22539.339047347934,-5.79999999999997,3.65242165242165
24353.120734334174,-5.79913294797685,3.48265895953757
26312.860738959447,-5.75545977011494,3.47126436781609
28430.30459302665,-5.70695652173916,3.41159420289855
30718.143012686964,-5.70000000000003,3.26239067055394
33190.087959146775,-5.70000000000003,3.4156976744186
35860.95482011829,-5.70000000000003,3.22740524781341
38746.75120456128,-5.70000000000003,3.26608187134503
41864.77288289947,-5.70000000000003,3.39169139465875
45233.70744772096,-5.70000000000003,3.34718100890208
48873.74631624417,-5.70000000000003,3.43154761904762
52806.705745826366,-5.70000000000003,3.65454545454545
57056.15758781021,-5.70000000000003,3.62839879154079
61647.57056337161,-5.69879518072292,3.77710843373494
66608.46290809155,-5.69510703363917,3.93846153846154
71968.56730011529,-5.67852760736198,4.1733746130031
77760.00906038044,-5.6346278317152,4.03947368421053
84017.49869294344,-5.61229773462781,4.42
90778.53991937557,-5.59999999999997,4.48184818481848
98083.65445406671,-5.59999999999997,4.69
105976.62486760708,-5.60000000000001,5.26086956521739
114504.75699382812,-5.6,5.54411764705882
123719.16345321594,-5.59411764705883,5.98529411764706
133675.06999197064,-5.51940298507463,6.29850746268657
144432.1464727279,-5.5,6.83333333333333
156054.86450070716,-5.5,7.35384615384615
168612.88382868803,-5.478125,7.9375
182181.46985669748,-5.4,8.20634920634921
196841.94472866112,-5.3984126984127,8.83870967741935
212682.17472962083,-5.30000000000001,9.70967741935484
229797.09690469652,-5.29344262295083,10.7049180327869
248289.28805603302,-5.19999999999999,11.4833333333333
268269.57952797273,-5.1135593220339,12.9322033898305
289857.7214651068,-5.0271186440678,12.9830508474576
313183.10052438447,-4.90172413793104,14.0
338385.51534282335,-4.8,13.8421052631579
365616.0144085194,-4.63571428571428,14.0357142857143
395037.80135666404,-4.5,15.4821428571429
426827.21311638167,-4.3,16.5090909090909
461174.77677082515,-4.1037037037037,19.462962962963
498286.3514647296,-3.88490566037736,21.811320754717
538384.3622033478,-3.62452830188679,22.8301886792453
581709.1329374358,-3.33461538461539,24.4038461538462
628520.3269240097,-3.01764705882353,24.6274509803922
679098.5029955707,-2.66078431372549,51.1764705882353
733746.7970651388,-2.2,13.32
792792.7389450606,-1.7469387755102,18.3469387755102
856590.2153685499,-1.22857142857143,31.4897959183673
925521.5909791354,-0.65,40.6875
1000000.0,0.00416666666666667,34.9166666666667
